link,link-href,_followSelectorId,_follow
"Prehispanic site No. 405. Xapela, Morelos, México",https://www.youtube.com/watch?v=N7AvbD1sxHQ,link,https://www.youtube.com/watch?v=N7AvbD1sxHQ
"Prehispanic site No. 404. San José de los Laureles, Morelos, México",https://www.youtube.com/watch?v=YhaYjHpGpCU,link,https://www.youtube.com/watch?v=YhaYjHpGpCU
"Prehispanic site No. 403. Huixtlaltzin, Morelos, México",https://www.youtube.com/watch?v=_65eV6e8g28,link,https://www.youtube.com/watch?v=_65eV6e8g28
"Prehispanic site No. 402. La Encumbre, Morelos, México",https://www.youtube.com/watch?v=G2ur2qBUuyI,link,https://www.youtube.com/watch?v=G2ur2qBUuyI
"Prehispanic site No. 401. Cueva del Gallo, Morelos, México",https://www.youtube.com/watch?v=6rZmOQh6VIY,link,https://www.youtube.com/watch?v=6rZmOQh6VIY
Tunnels of puebla,https://www.youtube.com/watch?v=fNTS3Esa0HI,link,https://www.youtube.com/watch?v=fNTS3Esa0HI
"Prehispanic site No. 400. Piedra del Conejo, Estado de México, México",https://www.youtube.com/watch?v=4qRMJ7b1yOc,link,https://www.youtube.com/watch?v=4qRMJ7b1yOc
"Prehispanic site No. 399. Tlalmanalco, Estado de México, México",https://www.youtube.com/watch?v=BoFAhbF1iQk,link,https://www.youtube.com/watch?v=BoFAhbF1iQk
"Prehispanic site No. 398. Cerro tres cruces, Estado de México, México",https://www.youtube.com/watch?v=YnJS0_uN6NU,link,https://www.youtube.com/watch?v=YnJS0_uN6NU
"Prehispanic site No. 397. Piedra letreada, Estado de México, México",https://www.youtube.com/watch?v=pgKE1HSoGhQ,link,https://www.youtube.com/watch?v=pgKE1HSoGhQ
"Prehispanic site No. 396. Tepeticpac, Tlaxcala, México",https://www.youtube.com/watch?v=P0O5uoFjFlE,link,https://www.youtube.com/watch?v=P0O5uoFjFlE
"Prehispanic site No. 395. Tizatlán, Tlaxcala, México",https://www.youtube.com/watch?v=rNNWAzaYgn4,link,https://www.youtube.com/watch?v=rNNWAzaYgn4
"Prehispanic site No. 394. Atenayuca, Puebla, México",https://www.youtube.com/watch?v=zKhli_Jk0nE,link,https://www.youtube.com/watch?v=zKhli_Jk0nE
"Prehispanic site No. 393. Tepeteopan, Puebla, México",https://www.youtube.com/watch?v=_38ZsGpMmHg,link,https://www.youtube.com/watch?v=_38ZsGpMmHg
"Prehispanic site No. 392. Cuthá, Puebla, México",https://www.youtube.com/watch?v=Rxc9bLwpToo,link,https://www.youtube.com/watch?v=Rxc9bLwpToo
"Prehispanic site No. 391. El Mapache, Puebla, México",https://www.youtube.com/watch?v=2uGjY5fRMVc,link,https://www.youtube.com/watch?v=2uGjY5fRMVc
"Cascada Pescaditos, Puebla",https://www.youtube.com/watch?v=QXSUb391VOs,link,https://www.youtube.com/watch?v=QXSUb391VOs
"Puente de Dios, Puebla, México",https://www.youtube.com/watch?v=Oc2GCNKBpyE,link,https://www.youtube.com/watch?v=Oc2GCNKBpyE
"Maya site No. 228. Reforma Agraria, Campeche, México",https://www.youtube.com/watch?v=6B7PwTnoSzs,link,https://www.youtube.com/watch?v=6B7PwTnoSzs
"Maya site No. 227. Champotón, Campeche, México",https://www.youtube.com/watch?v=XbdIPmDO46I,link,https://www.youtube.com/watch?v=XbdIPmDO46I
"Maya site No. 226. San Pedro Tetiz, Yucatán, México",https://www.youtube.com/watch?v=RgUdDhhk1ow,link,https://www.youtube.com/watch?v=RgUdDhhk1ow
"Maya site No. 225. Sihó, Yucatán, México",https://www.youtube.com/watch?v=h7FyCY4z5gU,link,https://www.youtube.com/watch?v=h7FyCY4z5gU
"Maya site No. 224. Xcucsuc, Campeche, México",https://www.youtube.com/watch?v=wzySaSNBn3U,link,https://www.youtube.com/watch?v=wzySaSNBn3U
"Maya site No. 223. Ichmac, Campeche, México",https://www.youtube.com/watch?v=KHfsiPngB2Q,link,https://www.youtube.com/watch?v=KHfsiPngB2Q
"Maya site No. 176. Km 17, Campeche, México",https://www.youtube.com/watch?v=DrBM374__Dg,link,https://www.youtube.com/watch?v=DrBM374__Dg
"Maya site No. 20. Kabah, Yucatán, México",https://www.youtube.com/watch?v=Rm6rnPTZLLg,link,https://www.youtube.com/watch?v=Rm6rnPTZLLg
"Maya site No. 222. Muná Sur, Yucatán, México",https://www.youtube.com/watch?v=wUvYgin507Y,link,https://www.youtube.com/watch?v=wUvYgin507Y
"Maya site No. 221. Kupaloma, Yucatán, México",https://www.youtube.com/watch?v=PRFE-mBD2Dk,link,https://www.youtube.com/watch?v=PRFE-mBD2Dk
"Maya site No. 220. Akil, Yucatán, México",https://www.youtube.com/watch?v=w___p-W9rXo,link,https://www.youtube.com/watch?v=w___p-W9rXo
"Maya site No. 219. Xiol, Yucatán, México",https://www.youtube.com/watch?v=NycGYTlA82E,link,https://www.youtube.com/watch?v=NycGYTlA82E
"Maya site No. 54. Acanceh, Yucatán, México (Reedition)",https://www.youtube.com/watch?v=7vW7wKIshRg,link,https://www.youtube.com/watch?v=7vW7wKIshRg
"Maya site No. 218. Xcorralché, Yucatán, México",https://www.youtube.com/watch?v=mj_TVEDNAcQ,link,https://www.youtube.com/watch?v=mj_TVEDNAcQ
"Maya site No. 217. Lagarto-Xlabpak, Yucatán, México",https://www.youtube.com/watch?v=5sqJNUqTpCY,link,https://www.youtube.com/watch?v=5sqJNUqTpCY
"Maya site No. 216 and prehistoric site No. 2. Loltún, Yucatán",https://www.youtube.com/watch?v=H6CRA-ZA5-s,link,https://www.youtube.com/watch?v=H6CRA-ZA5-s
"Maya site No. 215. Yaxhom, Yucatán, México",https://www.youtube.com/watch?v=O06EWqgf3-g,link,https://www.youtube.com/watch?v=O06EWqgf3-g
"Maya site No. 214. Cooperativa, Yucatán, México",https://www.youtube.com/watch?v=Jwvg_PzuH-w,link,https://www.youtube.com/watch?v=Jwvg_PzuH-w
"Maya site No. 213. Ichpich, Campeche, México",https://www.youtube.com/watch?v=LG5E5hj9YBc,link,https://www.youtube.com/watch?v=LG5E5hj9YBc
"Maya site No. 212. Xkichmook, Yucatán, México",https://www.youtube.com/watch?v=4vw3pOI5Ypw,link,https://www.youtube.com/watch?v=4vw3pOI5Ypw
"Maya site No. 211. Rancho Pérez, Yucatán, México",https://www.youtube.com/watch?v=YIsGAa34a8o,link,https://www.youtube.com/watch?v=YIsGAa34a8o
"Maya site No. 210. Chacbolai, Yucatán, México",https://www.youtube.com/watch?v=vhBwGRZlrSo,link,https://www.youtube.com/watch?v=vhBwGRZlrSo
"Maya site No. 209. Yo'okop, Quintana Roo, México",https://www.youtube.com/watch?v=xhqs12-oih4,link,https://www.youtube.com/watch?v=xhqs12-oih4
"Maya site No. 208. Uitziná, Yucatán, México",https://www.youtube.com/watch?v=dyYsKmIh5bQ,link,https://www.youtube.com/watch?v=dyYsKmIh5bQ
"Maya site No. 207. Cucá, Yucatán, México",https://www.youtube.com/watch?v=mxMTK4zCsm4,link,https://www.youtube.com/watch?v=mxMTK4zCsm4
"Maya site No. 206. Xcambó, Yucatán, México",https://www.youtube.com/watch?v=XvSKw9RPeNY,link,https://www.youtube.com/watch?v=XvSKw9RPeNY
"Maya site No. 205. Calotmul de Yaxkukul, Yucatán, México",https://www.youtube.com/watch?v=KKJG7vDryAg,link,https://www.youtube.com/watch?v=KKJG7vDryAg
"Prehispanic site No. 366. Huexotla, Estado de México",https://www.youtube.com/watch?v=U5gZhnHiZFA,link,https://www.youtube.com/watch?v=U5gZhnHiZFA
"Prehispanic site No. 365. Los Melones, Estado de México",https://www.youtube.com/watch?v=DvuW0wxCLH4,link,https://www.youtube.com/watch?v=DvuW0wxCLH4
"Prehispanic site No. 364. Tezcotzinco, Estado de México",https://www.youtube.com/watch?v=ev10fIinO7c,link,https://www.youtube.com/watch?v=ev10fIinO7c
"Prehispanic site No. 363. Yautepec, Morelos",https://www.youtube.com/watch?v=72XZMY_S8x4,link,https://www.youtube.com/watch?v=72XZMY_S8x4
"Prehispanic site No. 361. Zazacatla, Morelos",https://www.youtube.com/watch?v=nerzI3MNEqk,link,https://www.youtube.com/watch?v=nerzI3MNEqk
"Prehispanic site No. 361. Los Pochotes, Estado de México",https://www.youtube.com/watch?v=bB5xUZqDXns,link,https://www.youtube.com/watch?v=bB5xUZqDXns
"Exposition: ""El códice maya de México"", MNA",https://www.youtube.com/watch?v=Ab71ZZBMFQc,link,https://www.youtube.com/watch?v=Ab71ZZBMFQc
"Prehispanic site No. 360. La Manzanilla, Puebla",https://www.youtube.com/watch?v=c9UOMkes3KU,link,https://www.youtube.com/watch?v=c9UOMkes3KU
"Prehispanic site No. 359. Mexicaltzingo, Ciudad de México",https://www.youtube.com/watch?v=j6vhf6uuvcs,link,https://www.youtube.com/watch?v=j6vhf6uuvcs
"Prehispanic site No. 358. Cerro Xilotepec, Ciudad de México",https://www.youtube.com/watch?v=52jZvHjShWM,link,https://www.youtube.com/watch?v=52jZvHjShWM
"Prehispanic site No. 357. Volcan de Teoca, Ciudad de México",https://www.youtube.com/watch?v=VJdBCQfK27A,link,https://www.youtube.com/watch?v=VJdBCQfK27A
"Prehispanic site No. 356. Mirador de Xochimanca, Ciudad de México",https://www.youtube.com/watch?v=ssbVpdNnOKw,link,https://www.youtube.com/watch?v=ssbVpdNnOKw
"Prehispanic site No. 355. Cerro Xochitepec, Ciudad de México",https://www.youtube.com/watch?v=7kL2Df7gVgI,link,https://www.youtube.com/watch?v=7kL2Df7gVgI
"Prehispanic site No. 354. Huijazoo, Oaxaca, México",https://www.youtube.com/watch?v=D_q-36WICH0,link,https://www.youtube.com/watch?v=D_q-36WICH0
Prehispanic site No. 343. San José del Mogote,https://www.youtube.com/watch?v=kewe1P5VvWo,link,https://www.youtube.com/watch?v=kewe1P5VvWo
"Prehispanic site No. 352. Las Peñitas, Oaxaca, México",https://www.youtube.com/watch?v=xe8DbPqj5IE,link,https://www.youtube.com/watch?v=xe8DbPqj5IE
"Prehispanic site No. 351. Siete Mogotes, Oaxaca, México",https://www.youtube.com/watch?v=IGfxyd6Q5Js,link,https://www.youtube.com/watch?v=IGfxyd6Q5Js
"Prehispanic site No. 350. Hierve el agua, Oaxaca, México",https://www.youtube.com/watch?v=YBuIvE1irns,link,https://www.youtube.com/watch?v=YBuIvE1irns
"Prehispanic site No. 349. Teotitlán del Valle, Oaxaca, México",https://www.youtube.com/watch?v=xaNFp2Il3v4,link,https://www.youtube.com/watch?v=xaNFp2Il3v4
"Prehispanic site No. 348. Macuilxóchitl, Oaxaca, México",https://www.youtube.com/watch?v=_9eNFSv_cr8,link,https://www.youtube.com/watch?v=_9eNFSv_cr8
"Prehispanic site No. 347. El Cerrito, Oaxaca, México",https://www.youtube.com/watch?v=SLqT2hBI5d4,link,https://www.youtube.com/watch?v=SLqT2hBI5d4
"Prehispanic site No. 356. Yacuita, Oaxaca, México",https://www.youtube.com/watch?v=QY6If0lAYkI,link,https://www.youtube.com/watch?v=QY6If0lAYkI
"Prehispanic site No. 345. San Pedro Techuchulco, Estado de México",https://www.youtube.com/watch?v=vmvfuFenUbU,link,https://www.youtube.com/watch?v=vmvfuFenUbU
"Prehispanic site No. 344. Santa Cruz Atizapán, Estado de México",https://www.youtube.com/watch?v=959CHLsUcH0,link,https://www.youtube.com/watch?v=959CHLsUcH0
"Prehispanic site No. 1. Mexico-Tenochtitlan, Pino Suarez structure",https://www.youtube.com/watch?v=jI8yTEReCFI,link,https://www.youtube.com/watch?v=jI8yTEReCFI
"Prehispanic site No. 343. Tlalpizahuac, Estado de México",https://www.youtube.com/watch?v=Raqzcxs4BbY,link,https://www.youtube.com/watch?v=Raqzcxs4BbY
"Prehispanic site No. 342. Ayotla, Estado de Mexico",https://www.youtube.com/watch?v=LgaASQbt3Lo,link,https://www.youtube.com/watch?v=LgaASQbt3Lo
"Prehispanic site No. 141. Tlapacoya, Estado de Mexico",https://www.youtube.com/watch?v=oVva0xYUWi8,link,https://www.youtube.com/watch?v=oVva0xYUWi8
"Prehispanic site No. 340. Acozac, Estado de México",https://www.youtube.com/watch?v=CGgL8_EJHGA,link,https://www.youtube.com/watch?v=CGgL8_EJHGA
"Maya site No. 104. Chac Mool, Quintana Roo",https://www.youtube.com/watch?v=W-D9jzRLPgY,link,https://www.youtube.com/watch?v=W-D9jzRLPgY
"Sitio prehispánico No. 2. Teotihuacan, Estado de México, México",https://www.youtube.com/watch?v=g2PrujIG-Fg,link,https://www.youtube.com/watch?v=g2PrujIG-Fg
"Puxtla waterfall, Puebla",https://www.youtube.com/watch?v=yHhpTZdcbsM,link,https://www.youtube.com/watch?v=yHhpTZdcbsM
"Prehispanic site No. 339. Teteles de Ávila Castillo, Puebla",https://www.youtube.com/watch?v=fmQcEVwTEcQ,link,https://www.youtube.com/watch?v=fmQcEVwTEcQ
"Prehispanic site No. 338. Xiutetelco, Puebla",https://www.youtube.com/watch?v=s_Qcxss0bOw,link,https://www.youtube.com/watch?v=s_Qcxss0bOw
"Prehispanic site No. 337. La Joya, Veracruz",https://www.youtube.com/watch?v=nxg-Naoe2qw,link,https://www.youtube.com/watch?v=nxg-Naoe2qw
"Prehispanic site No. 336. El Zapotal, Veracruz",https://www.youtube.com/watch?v=-32cwVI2Utw,link,https://www.youtube.com/watch?v=-32cwVI2Utw
"Prehispanic site No. 335. Cuauhtochco, Veracruz",https://www.youtube.com/watch?v=7fVT9LexDYY,link,https://www.youtube.com/watch?v=7fVT9LexDYY
"Prehispanic site No. 332. Palmillas, Veracruz",https://www.youtube.com/watch?v=VANpC6nqZq4,link,https://www.youtube.com/watch?v=VANpC6nqZq4
"Prehispanic site No. 303. Metla, Estado de México",https://www.youtube.com/watch?v=q6sLvgrEC9o,link,https://www.youtube.com/watch?v=q6sLvgrEC9o
10 years of the channel in Youtube,https://www.youtube.com/watch?v=xHYzMNgkISQ,link,https://www.youtube.com/watch?v=xHYzMNgkISQ
Precursors of Mexican archeology. Part 2,https://www.youtube.com/watch?v=kzCuuP5SRNs,link,https://www.youtube.com/watch?v=kzCuuP5SRNs
Precursors of Mexican archeology. Part 1,https://www.youtube.com/watch?v=V2fC7HktG5I,link,https://www.youtube.com/watch?v=V2fC7HktG5I
"Prehispanic site No. 3. Mazatepetl, tláloc petrogravure, Mexico City",https://www.youtube.com/watch?v=2urXs7sp7cs,link,https://www.youtube.com/watch?v=2urXs7sp7cs
"Prehispanic site No. 333. Tepematzin, Puebla (Public denunciation for destruction of heritage)",https://www.youtube.com/watch?v=sS4UsazApiU,link,https://www.youtube.com/watch?v=sS4UsazApiU
"Prehispanic site No. 332. La Pedrera, Puebla, Mexico",https://www.youtube.com/watch?v=R2ZFux1LMfA,link,https://www.youtube.com/watch?v=R2ZFux1LMfA
"Prehispanic site No. 331. Cerrito de Tepatlaxco, Puebla",https://www.youtube.com/watch?v=ahI842f6yXI,link,https://www.youtube.com/watch?v=ahI842f6yXI
"Prehispanic site No. 330. Sultepec-Tecoaque, Tlaxcala",https://www.youtube.com/watch?v=SEjTESwkvvo,link,https://www.youtube.com/watch?v=SEjTESwkvvo
"Prehispanic site no. 329. La Herradura, Tlaxcala, Mexico",https://www.youtube.com/watch?v=_mtoz7sFkxE,link,https://www.youtube.com/watch?v=_mtoz7sFkxE
"Prehispanic site No. 2. Teotihuacan, peripheral groups",https://www.youtube.com/watch?v=eolL3F2AsZM,link,https://www.youtube.com/watch?v=eolL3F2AsZM
Maya sites from 126 to 204,https://www.youtube.com/watch?v=3xW-P6Y4Kk0,link,https://www.youtube.com/watch?v=3xW-P6Y4Kk0
"Maya site No. 30. Tikal, Petén, Guatemala",https://www.youtube.com/watch?v=rcc89sKcJek,link,https://www.youtube.com/watch?v=rcc89sKcJek
"Maya site No. 204. Tortuga, Campeche, Mexico",https://www.youtube.com/watch?v=8HdD5NthK08,link,https://www.youtube.com/watch?v=8HdD5NthK08
"Maya site No. 203. Dos Lagunas, Campeche, Mexico",https://www.youtube.com/watch?v=ZERnb8qIe3I,link,https://www.youtube.com/watch?v=ZERnb8qIe3I
"Maya site No. 202. Halaltun, Campeche, Mexico",https://www.youtube.com/watch?v=DNroAUDxhTM,link,https://www.youtube.com/watch?v=DNroAUDxhTM
"Maya site No. 191. Manos Rojas, Campeche, México",https://www.youtube.com/watch?v=QU6OjuefPGk,link,https://www.youtube.com/watch?v=QU6OjuefPGk
"Maya site No. 200. Puerto Rico, Campeche, Mexico",https://www.youtube.com/watch?v=1JHjJ_-6Jik,link,https://www.youtube.com/watch?v=1JHjJ_-6Jik
"Maya site No. 199. Zoh Laguna Sur, Campeche Mexico",https://www.youtube.com/watch?v=zvdfTirBpZA,link,https://www.youtube.com/watch?v=zvdfTirBpZA
"Maya site No. 198. Kohunlich, Quintana Roo, Mexico",https://www.youtube.com/watch?v=JahX96ZTVTE,link,https://www.youtube.com/watch?v=JahX96ZTVTE
"Maya site No. 196. Mirador Chico, Campeche, Mexico",https://www.youtube.com/watch?v=unfpnSmnzLM,link,https://www.youtube.com/watch?v=unfpnSmnzLM
"Maya site No. 195. Kajtun, Campeche, México",https://www.youtube.com/watch?v=Yhadxt3fhxI,link,https://www.youtube.com/watch?v=Yhadxt3fhxI
"Maya site No. 194. Rio Bec, Campeche, Mexico",https://www.youtube.com/watch?v=DiLLlX7f4ng,link,https://www.youtube.com/watch?v=DiLLlX7f4ng
"Maya site No. 193. Nicolas Bravo, Quintana Roo, Mexico",https://www.youtube.com/watch?v=-lJ9Yj5f2oQ,link,https://www.youtube.com/watch?v=-lJ9Yj5f2oQ
"Maya site No. 192. Dzibanche, Quintana Roo, Mexico",https://www.youtube.com/watch?v=4A160fk2Uzo,link,https://www.youtube.com/watch?v=4A160fk2Uzo
"Maya site no. 191. Aguateca, Petén, Guatemala",https://www.youtube.com/watch?v=WorXNRbrBKM,link,https://www.youtube.com/watch?v=WorXNRbrBKM
"Volcán Teuhtli, Ciudad de México",https://www.youtube.com/watch?v=0yIKSp0bwbs,link,https://www.youtube.com/watch?v=0yIKSp0bwbs
"Prehispanic site No. 313. Ciudad Vieja, Oaxaca, Mexico",https://www.youtube.com/watch?v=qoT0Dgzmq4o,link,https://www.youtube.com/watch?v=qoT0Dgzmq4o
"Prehispanic sites No. 311 & 312. Calipan y Cerro Colorado, Puebla, Mexico",https://www.youtube.com/watch?v=BngzSmgI-cE,link,https://www.youtube.com/watch?v=BngzSmgI-cE
"Zacatlán, Puebla, México",https://www.youtube.com/watch?v=gnN0jxyKjJ0,link,https://www.youtube.com/watch?v=gnN0jxyKjJ0
36 andean sites,https://www.youtube.com/watch?v=5uE-DQ9S46M,link,https://www.youtube.com/watch?v=5uE-DQ9S46M
"Inauguración de la exposición ""Mayas, el lenguaje de la belleza, miradas cruzadas""",https://www.youtube.com/watch?v=ZVgDoFicQIo,link,https://www.youtube.com/watch?v=ZVgDoFicQIo
"Prehispanic site No. 310. El Purrón, Puebla",https://www.youtube.com/watch?v=a56PSwpMCJA,link,https://www.youtube.com/watch?v=a56PSwpMCJA
"Prehistoric site No. 1. Coxcatlan cave, Puebla",https://www.youtube.com/watch?v=zVykLTe1vUY,link,https://www.youtube.com/watch?v=zVykLTe1vUY
"Prehispanic site No. 309. Tehuacán Viejo, Puebla",https://www.youtube.com/watch?v=zdKWtHPROUQ,link,https://www.youtube.com/watch?v=zdKWtHPROUQ
"Prehispanic site No. 308. Teteles de Santo Nombre, Puebla",https://www.youtube.com/watch?v=FvAXEE6a-f8,link,https://www.youtube.com/watch?v=FvAXEE6a-f8
"Prehispanic site No. 307. Moctezuma hill, Estado de México",https://www.youtube.com/watch?v=6d4_QQE0Ngw,link,https://www.youtube.com/watch?v=6d4_QQE0Ngw
"Prehispanic site No. 306. El Conde, Estado de México",https://www.youtube.com/watch?v=fP_X9zF7ASM,link,https://www.youtube.com/watch?v=fP_X9zF7ASM
"Andean site No. 36. Pachacámac, Lima, Perú",https://www.youtube.com/watch?v=0pKME6FjcgA,link,https://www.youtube.com/watch?v=0pKME6FjcgA
"Andean sites No. 27 to 35. Huacas de Lima, Lima, Perú",https://www.youtube.com/watch?v=WzCFV0HPEsg,link,https://www.youtube.com/watch?v=WzCFV0HPEsg
"Andean site No. 26. Huaca Pucllana, Lima, Perú",https://www.youtube.com/watch?v=2965PE3AyAY,link,https://www.youtube.com/watch?v=2965PE3AyAY
"Andean sites No. 24 & 25. Chukimarca & Laqo, Cusco, Perú",https://www.youtube.com/watch?v=vOBJVbG430w,link,https://www.youtube.com/watch?v=vOBJVbG430w
"Andean site No. 23. Puca Pucara, Cusco, Perú",https://www.youtube.com/watch?v=zpR6l3cnWOo,link,https://www.youtube.com/watch?v=zpR6l3cnWOo
"Andean site No. 22. Tambomachay, Cusco, Perú",https://www.youtube.com/watch?v=_OSIA2ITQzA,link,https://www.youtube.com/watch?v=_OSIA2ITQzA
"Andean site No. 21. Qenqo, Cusco, Perú",https://www.youtube.com/watch?v=4aK14dTwoi8,link,https://www.youtube.com/watch?v=4aK14dTwoi8
"Andean site No. 20. Sacsaywaman, Cusco, Perú",https://www.youtube.com/watch?v=JRNSNdbUnlo,link,https://www.youtube.com/watch?v=JRNSNdbUnlo
"Andean site No. 19. Qoricancha, Cusco, Perú",https://www.youtube.com/watch?v=_SzgW_Y8pRk,link,https://www.youtube.com/watch?v=_SzgW_Y8pRk
"Andean site No. 18. Chinchero, Cusco, Perú",https://www.youtube.com/watch?v=gTw8bPDfDSw,link,https://www.youtube.com/watch?v=gTw8bPDfDSw
"Andean site No. 17. Moray, Cusco, Perú",https://www.youtube.com/watch?v=LpS9iER2lOs,link,https://www.youtube.com/watch?v=LpS9iER2lOs
"Andean site No. 16. Machu Pucchu, Cusco, Perú",https://www.youtube.com/watch?v=nsZKGDZ5A1I,link,https://www.youtube.com/watch?v=nsZKGDZ5A1I
"Andean site No. 15. Ollantaytambo, Cusco, Perú",https://www.youtube.com/watch?v=RNxGktJ549A,link,https://www.youtube.com/watch?v=RNxGktJ549A
"Andean site No. 14. Huchuy Qosqo, Cusco, Perú",https://www.youtube.com/watch?v=xtIBPxTfgFw,link,https://www.youtube.com/watch?v=xtIBPxTfgFw
"Andean site No. 13. Písac, Cusco, Perú",https://www.youtube.com/watch?v=iGB6QL0p5SA,link,https://www.youtube.com/watch?v=iGB6QL0p5SA
"Andean site No. 12. Piquillacta/Rumicolca, Cusco, Perú",https://www.youtube.com/watch?v=qVkQFJA6e1s,link,https://www.youtube.com/watch?v=qVkQFJA6e1s
"Andean site No. 11. Pucara, Cusco, Perú",https://www.youtube.com/watch?v=mu1hxJ_5Ucs,link,https://www.youtube.com/watch?v=mu1hxJ_5Ucs
"Andean site No. 10. Tipón, Cusco, Perú",https://www.youtube.com/watch?v=ZyWv3INJE34,link,https://www.youtube.com/watch?v=ZyWv3INJE34
"Andean site No. 9. Caral, Lima, Perú",https://www.youtube.com/watch?v=I5yGJ4kZlTE,link,https://www.youtube.com/watch?v=I5yGJ4kZlTE
"Andean site No. 8. Allpacoto, Lima, Perú",https://www.youtube.com/watch?v=IkFDfpypAX8,link,https://www.youtube.com/watch?v=IkFDfpypAX8
"Andean site No. 7. Chimú Capac, Lima, Perú",https://www.youtube.com/watch?v=TSAZkP_cmdk,link,https://www.youtube.com/watch?v=TSAZkP_cmdk
"Andean site No. 6. El Faro, Lima, Perú",https://www.youtube.com/watch?v=DIXRTvV4An4,link,https://www.youtube.com/watch?v=DIXRTvV4An4
"Andean site No. 5. Áspero, Lima, Perú",https://www.youtube.com/watch?v=CWv92lNq7SM,link,https://www.youtube.com/watch?v=CWv92lNq7SM
"Andean site No. 4. Vichama, Lima, Perú",https://www.youtube.com/watch?v=_me0y9AXMcQ,link,https://www.youtube.com/watch?v=_me0y9AXMcQ
"Andean site No. 3. Bandurria, Lima, Perú",https://www.youtube.com/watch?v=u51oxTcwgZo,link,https://www.youtube.com/watch?v=u51oxTcwgZo
"Andean site No. 2. Los Huacos, Lima, Perú",https://www.youtube.com/watch?v=pqddmKhjWXk,link,https://www.youtube.com/watch?v=pqddmKhjWXk
"Andean site No. 1. Huaca Garagay, Lima, Perú",https://www.youtube.com/watch?v=N60FpLI36hs,link,https://www.youtube.com/watch?v=N60FpLI36hs
"Prehispanic site No. 220. Las Flores, Tamaulipas",https://www.youtube.com/watch?v=1O8GZNjKzDM,link,https://www.youtube.com/watch?v=1O8GZNjKzDM
"Prehispanic site No. 219. Ixtépete, Jalisco",https://www.youtube.com/watch?v=aQeoVW5Ibpc,link,https://www.youtube.com/watch?v=aQeoVW5Ibpc
"Prehispanic site No. 218. Loma Alta, Jalisco",https://www.youtube.com/watch?v=w3i5yEWeH5E,link,https://www.youtube.com/watch?v=w3i5yEWeH5E
"Prehispanic site No. 217. Guachimontones, Jalisco",https://www.youtube.com/watch?v=VINoBFfFhWg,link,https://www.youtube.com/watch?v=VINoBFfFhWg
"Prehispanic site No. 216. Calixtlahuaca, Estado de México",https://www.youtube.com/watch?v=qqYfP_YjJe8,link,https://www.youtube.com/watch?v=qqYfP_YjJe8
"Prehispanic site No. 1. Templo Mayor, Mexico City",https://www.youtube.com/watch?v=hu8NhQTzFlE,link,https://www.youtube.com/watch?v=hu8NhQTzFlE
"Coconetla, Mexico City",https://www.youtube.com/watch?v=b-rli4r_rfU,link,https://www.youtube.com/watch?v=b-rli4r_rfU
"Coatzacoalcos, Veracruz",https://www.youtube.com/watch?v=woPBN3RidbU,link,https://www.youtube.com/watch?v=woPBN3RidbU
"Sumidero canyon, Chiapas",https://www.youtube.com/watch?v=vtCBvxkgCRc,link,https://www.youtube.com/watch?v=vtCBvxkgCRc
"Prehispanic site No. 215. Paquimé, Chihuahua",https://www.youtube.com/watch?v=0N3uQunQD3c,link,https://www.youtube.com/watch?v=0N3uQunQD3c
"Prehispanic site No. 214. Toluquilla, Querétaro",https://www.youtube.com/watch?v=ohOYo-kRg-0,link,https://www.youtube.com/watch?v=ohOYo-kRg-0
"Prehispanic site No. 213. Ranas, Querétaro",https://www.youtube.com/watch?v=b0RjdelLhrQ,link,https://www.youtube.com/watch?v=b0RjdelLhrQ
"Eagle peak, Ajusco, Mexico City",https://www.youtube.com/watch?v=Qz8RR2wobwY,link,https://www.youtube.com/watch?v=Qz8RR2wobwY
"Prehispanic site No. 304. Chapultepec, Mexico City",https://www.youtube.com/watch?v=y69Xr1-mKFw,link,https://www.youtube.com/watch?v=y69Xr1-mKFw
"Prehispanic site No. 302. Santa Rosa, Estado de México",https://www.youtube.com/watch?v=Y9ggYBRr3u0,link,https://www.youtube.com/watch?v=Y9ggYBRr3u0
"Prehispanic site No. 301. Cocotitlán, Estado de México",https://www.youtube.com/watch?v=oSi-hezpGic,link,https://www.youtube.com/watch?v=oSi-hezpGic
300 prehispanic sites,https://www.youtube.com/watch?v=CvvAhu_A_w4,link,https://www.youtube.com/watch?v=CvvAhu_A_w4
"El Edén mine, Zacatecas",https://www.youtube.com/watch?v=c6sX_xTjW7E,link,https://www.youtube.com/watch?v=c6sX_xTjW7E
"Prehispanic site No. 300. Altavista Chalchihuites, Zacatecas",https://www.youtube.com/watch?v=ughIlZb_fRk,link,https://www.youtube.com/watch?v=ughIlZb_fRk
"Prehispanic site No. 299. La Quemada, Zacatecas",https://www.youtube.com/watch?v=9UmgpagfjIA,link,https://www.youtube.com/watch?v=9UmgpagfjIA
"Maya site No. 190. Nohpat, Yucatán",https://www.youtube.com/watch?v=XBHFSw3QXh0,link,https://www.youtube.com/watch?v=XBHFSw3QXh0
"Maya site No. 189. Tohcok, Campeche",https://www.youtube.com/watch?v=uvgknOFjx58,link,https://www.youtube.com/watch?v=uvgknOFjx58
"Maya site No. 188. Tabasqueño, Campeche",https://www.youtube.com/watch?v=iLOl4rxfU4Y,link,https://www.youtube.com/watch?v=iLOl4rxfU4Y
